candidate,office,district,party,county,votes
Donnie Bell,State House,21,R,Issaquena,
Charles Jim Beckett,State House,23,R,Issaquena,
Rick Clifton,State House,24,R,Issaquena,
Rob Goudy,State House,24,R,Issaquena,
Jeff Hale,State House,24,R,Issaquena,
Les Hooper,State House,24,R,Issaquena,
Gene Alday,State House,25,R,Issaquena,
Julian Chandler Bramlett,State House,25,R,Issaquena,
Dan Eubanks,State House,25,R,Issaquena,
Dewayne Gill,State House,27,R,Issaquena,
Robert Foster,State House,28,R,Issaquena,
Les Green,State House,28,R,Issaquena,
Jerricho Chambers,State House,33,R,Issaquena,
Joey Hood,State House,35,R,Issaquena,
Brian Sims,State House,35,R,Issaquena,
Gary A. Chism,State House,37,R,Issaquena,
Jeffrey C. Smith,State House,39,R,Issaquena,
Ashley Henley,State House,40,R,Issaquena,
Pat Nelson,State House,40,R,Issaquena,
"Loyd B. ""Rob"" Roberson",State House,43,R,Issaquena,
Mac Smith,State House,43,R,Issaquena,
C. Scott Bounds,State House,44,R,Issaquena,
James Matthew Bennett,State House,46,R,Issaquena,
"Shed Hill Hunger, IV",State House,46,R,Issaquena,
Karl Oliver,State House,46,R,Issaquena,
Jason White,State House,48,R,Issaquena,
William Kinkade,State House,52,R,Issaquena,
Vince Mangold,State House,53,R,Issaquena,
Alex Monsour,State House,54,R,Issaquena,3
Philip Gunn,State House,56,R,Issaquena,
Bruce Bartley,State House,58,R,Issaquena,
Joel Bomgar,State House,58,R,Issaquena,
Brent Powell,State House,59,R,Issaquena,
Paul J. Buisson,State House,60,R,Issaquena,
John L. Moore,State House,60,R,Issaquena,
Ray Rogers,State House,61,R,Issaquena,
Randall Stephens,State House,61,R,Issaquena,
Tom Weathersby,State House,62,R,Issaquena,
Wesley Wilson,State House,62,R,Issaquena,
Bill Denny,State House,64,R,Issaquena,
"James ""Pete"" Perry",State House,70,R,Issaquena,
Cory Wilson,State House,73,R,Issaquena,
Mark Baker,State House,74,R,Issaquena,
Vance Cox,State House,75,R,Issaquena,
Andy Gipson,State House,77,R,Issaquena,
"Randal ""Randy"" Rushing",State House,78,R,Issaquena,
Gary Blakeney,State House,79,R,Issaquena,
Mark K. Tullos,State House,79,R,Issaquena,
Stephen Horne,State House,81,R,Issaquena,
Greg Snowden,State House,83,R,Issaquena,
"William E. Shirley, Jr.",State House,84,R,Issaquena,
Shane Barnett,State House,86,R,Issaquena,
"Michael ""Mike"" D. Davis",State House,87,R,Issaquena,
Chris Johnson,State House,87,R,Issaquena,
Andy Mozingo,State House,87,R,Issaquena,
Christopher S. Hodge,State House,88,R,Issaquena,
Mitchell Pitts,State House,88,R,Issaquena,
Gary Staples,State House,88,R,Issaquena,
Bobby Shows,State House,89,R,Issaquena,
Noah L. Sanford,State House,90,R,Issaquena,
"Ricky ""Rick"" Ward",State House,90,R,Issaquena,
Charles E. Bufkin,State House,91,R,Issaquena,
Becky Currie,State House,92,R,Issaquena,
Timmy Ladner,State House,93,R,Issaquena,
Patricia H. Willis,State House,95,R,Issaquena,
Sam Mims,State House,97,R,Issaquena,
Bill Pigott,State House,99,R,Issaquena,
Harry Griffith,State House,100,R,Issaquena,
Ken Morgan,State House,100,R,Issaquena,
Brad Touchstone,State House,101,R,Issaquena,
Toby Barker,State House,102,R,Issaquena,
Ric McCluskey,State House,102,R,Issaquena,
Larry Byrd,State House,104,R,Issaquena,
Roun McNeal,State House,105,R,Issaquena,
Herb Frierson,State House,106,R,Issaquena,
Doug McLeod,State House,107,R,Issaquena,
Mark S. Formby,State House,108,R,Issaquena,
Manly Barton,State House,109,R,Issaquena,
Charles Busby,State House,111,R,Issaquena,
Amanda Magee,State House,112,R,Issaquena,
John O. Read,State House,112,R,Issaquena,
Hank Zuber,State House,113,R,Issaquena,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Issaquena,
Dr. Barney W. O'Neal,State House,114,R,Issaquena,
Randall H. Patterson,State House,115,R,Issaquena,
Casey Eure,State House,116,R,Issaquena,
Scott Delano,State House,117,R,Issaquena,
Greg Haney,State House,118,R,Issaquena,
"John McCay, III",State House,118,R,Issaquena,
Richard Bennett,State House,120,R,Issaquena,
Carolyn Crawford,State House,121,R,Issaquena,
Jeff Wallace,State House,121,R,Issaquena,
Mickey Lagasse,State House,122,R,Issaquena,
Phil Bryant,Governor,,R,Itawamba,1006
Mitch Young,Governor,,R,Itawamba,69
Alisha Nelson McElhenney,Lieutenant Governor,,R,Itawamba,167
Tate Reeves,Lieutenant Governor,,R,Itawamba,871
Delbert Hoseman,Secretary of State,,R,Itawamba,1011
Mike Hurst,Attorney General,,R,Itawamba,978
Lynn Fitch,State Treasurer,,R,Itawamba,477
David McRae,State Treasurer,,R,Itawamba,540
Mary Hawkins_Butler,State Auditor,,R,Itawamba,299
Stacey Pickering,State Auditor,,R,Itawamba,724
Mike Chaney,Commissioner of Insurance,,R,Itawamba,818
John Mosley,Commissioner of Insurance,,R,Itawamba,209
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Itawamba,967
James David Eubanks,State Senate,01,R,Itawamba,
Chris Massey,State Senate,01,R,Itawamba,
David Parker,State Senate,02,R,Itawamba,
Nickey Browning,State Senate,03,R,Itawamba,
Rita Potts Parks,State Senate,04,R,Itawamba,
Nancy Collins,State Senate,06,R,Itawamba,35
Chad McMahan,State Senate,06,R,Itawamba,65
Barry Strevel,State Senate,07,R,Itawamba,146
Gray Tollison,State Senate,09,R,Itawamba,
Lydia Graves Chassaniol,State Senate,14,R,Itawamba,
Gary Jackson,State Senate,15,R,Itawamba,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Itawamba,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Itawamba,
Jennifer B. Branning,State Senate,18,R,Itawamba,
Speedy Calvert,State Senate,18,R,Itawamba,
Mark Forsman,State Senate,18,R,Itawamba,
Curt Pace,State Senate,18,R,Itawamba,
Kevin Blackwell,State Senate,19,R,Itawamba,
Josh Harkins,State Senate,20,R,Itawamba,
Eugene S. Buck Clarke,State Senate,22,R,Itawamba,
Briggs Hopson,State Senate,23,R,Itawamba,
Bill Marcy,State Senate,23,R,Itawamba,
Bill Billingsley,State Senate,25,R,Itawamba,
William Longwitz,State Senate,25,R,Itawamba,
Ponto Downing,State Senate,27,R,Itawamba,
James Broadwater,State Senate,29,R,Itawamba,
Dean Kirby,State Senate,30,R,Itawamba,
Terry C. Burton,State Senate,31,R,Itawamba,
Gilman DeWayne Warren,State Senate,32,R,Itawamba,
Don Wiggins,State Senate,32,R,Itawamba,
Videt Carmichael,State Senate,33,R,Itawamba,
Cliff Brown,State Senate,35,R,Itawamba,
Chris Caughman,State Senate,35,R,Itawamba,
Lisa Stanley,State Senate,35,R,Itawamba,
Curtis Moroney,State Senate,37,R,Itawamba,
Lane B. Reed,State Senate,37,R,Itawamba,
Melanie Sojourner,State Senate,37,R,Itawamba,
Dennis C. Quinn,State Senate,38,R,Itawamba,
Mike Campbell,State Senate,39,R,Itawamba,
Sally Doty,State Senate,39,R,Itawamba,
Angela Burks Hill,State Senate,40,R,Itawamba,
Joey Fillingane,State Senate,41,R,Itawamba,
Chris McDaniel,State Senate,42,R,Itawamba,
Dennis DeBar,State Senate,43,R,Itawamba,
Phillip Gandy,State Senate,43,R,Itawamba,
John Polk,State Senate,44,R,Itawamba,
Billy Hudson,State Senate,45,R,Itawamba,
Philip Moran,State Senate,46,R,Itawamba,
Rogena Mitchell,State Senate,47,R,Itawamba,
"J.M. ""Mike"" Seymour",State Senate,47,R,Itawamba,
Anne G. Smith,State Senate,47,R,Itawamba,
Mike Tyson,State Senate,47,R,Itawamba,
Walter Crapps,State Senate,48,R,Itawamba,
Katherine DeCoito,State Senate,49,R,Itawamba,
Sean Tindell,State Senate,49,R,Itawamba,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Itawamba,
Butch Loper,State Senate,51,R,Itawamba,
"Michael D. Watson, Jr.",State Senate,51,R,Itawamba,
Brice Wiggins,State Senate,52,R,Itawamba,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Itawamba,
Billy Miller,State House,02,R,Itawamba,
William Tracy Arnold,State House,03,R,Itawamba,
Dana Criswell,State House,06,R,Itawamba,
Eugene F. Hamilton,State House,06,R,Itawamba,
Steve Hopkins,State House,07,R,Itawamba,
Wanda Jennings,State House,07,R,Itawamba,
"John T. ""Trey"" Lamar, III",State House,08,R,Itawamba,
"Christopher Thomas, Sr.",State House,09,R,Itawamba,
Nolan Mettetal,State House,10,R,Itawamba,
Brad Mayo,State House,12,R,Itawamba,
Steve E. Massingill,State House,13,R,Itawamba,
Margaret Ellis Rogers,State House,14,R,Itawamba,
E. Mac Huddleston,State House,15,R,Itawamba,
Shane Aguirre,State House,17,R,Itawamba,
Mark Prince,State House,17,R,Itawamba,
Jerry R. Turner,State House,18,R,Itawamba,
Randy P. Boyd,State House,19,R,Itawamba,359
Peggy Schumpert Hussey,State House,19,R,Itawamba,72
Chris Brown,State House,20,R,Itawamba,13
Donnie Bell,State House,21,R,Itawamba,576
Charles Jim Beckett,State House,23,R,Itawamba,
Rick Clifton,State House,24,R,Itawamba,
Rob Goudy,State House,24,R,Itawamba,
Jeff Hale,State House,24,R,Itawamba,
Les Hooper,State House,24,R,Itawamba,
Gene Alday,State House,25,R,Itawamba,
Julian Chandler Bramlett,State House,25,R,Itawamba,
Dan Eubanks,State House,25,R,Itawamba,
Dewayne Gill,State House,27,R,Itawamba,
Robert Foster,State House,28,R,Itawamba,
Les Green,State House,28,R,Itawamba,
Jerricho Chambers,State House,33,R,Itawamba,
Joey Hood,State House,35,R,Itawamba,
Brian Sims,State House,35,R,Itawamba,
Gary A. Chism,State House,37,R,Itawamba,
Jeffrey C. Smith,State House,39,R,Itawamba,
Ashley Henley,State House,40,R,Itawamba,
Pat Nelson,State House,40,R,Itawamba,
"Loyd B. ""Rob"" Roberson",State House,43,R,Itawamba,
Mac Smith,State House,43,R,Itawamba,
C. Scott Bounds,State House,44,R,Itawamba,
James Matthew Bennett,State House,46,R,Itawamba,
"Shed Hill Hunger, IV",State House,46,R,Itawamba,
Karl Oliver,State House,46,R,Itawamba,
Jason White,State House,48,R,Itawamba,
William Kinkade,State House,52,R,Itawamba,
Vince Mangold,State House,53,R,Itawamba,
Alex Monsour,State House,54,R,Itawamba,
Philip Gunn,State House,56,R,Itawamba,
Bruce Bartley,State House,58,R,Itawamba,
Joel Bomgar,State House,58,R,Itawamba,
Brent Powell,State House,59,R,Itawamba,
Paul J. Buisson,State House,60,R,Itawamba,
John L. Moore,State House,60,R,Itawamba,
Ray Rogers,State House,61,R,Itawamba,
Randall Stephens,State House,61,R,Itawamba,
Tom Weathersby,State House,62,R,Itawamba,
Wesley Wilson,State House,62,R,Itawamba,
Bill Denny,State House,64,R,Itawamba,
"James ""Pete"" Perry",State House,70,R,Itawamba,
Cory Wilson,State House,73,R,Itawamba,
Mark Baker,State House,74,R,Itawamba,
Vance Cox,State House,75,R,Itawamba,
Andy Gipson,State House,77,R,Itawamba,
"Randal ""Randy"" Rushing",State House,78,R,Itawamba,
Gary Blakeney,State House,79,R,Itawamba,
Mark K. Tullos,State House,79,R,Itawamba,
Stephen Horne,State House,81,R,Itawamba,
Greg Snowden,State House,83,R,Itawamba,
"William E. Shirley, Jr.",State House,84,R,Itawamba,
Shane Barnett,State House,86,R,Itawamba,
"Michael ""Mike"" D. Davis",State House,87,R,Itawamba,
Chris Johnson,State House,87,R,Itawamba,
Andy Mozingo,State House,87,R,Itawamba,
Christopher S. Hodge,State House,88,R,Itawamba,
Mitchell Pitts,State House,88,R,Itawamba,
Gary Staples,State House,88,R,Itawamba,
Bobby Shows,State House,89,R,Itawamba,
Noah L. Sanford,State House,90,R,Itawamba,
"Ricky ""Rick"" Ward",State House,90,R,Itawamba,
Charles E. Bufkin,State House,91,R,Itawamba,
Becky Currie,State House,92,R,Itawamba,
Timmy Ladner,State House,93,R,Itawamba,
Patricia H. Willis,State House,95,R,Itawamba,
Sam Mims,State House,97,R,Itawamba,
Bill Pigott,State House,99,R,Itawamba,
Harry Griffith,State House,100,R,Itawamba,
Ken Morgan,State House,100,R,Itawamba,
Brad Touchstone,State House,101,R,Itawamba,
Toby Barker,State House,102,R,Itawamba,
Ric McCluskey,State House,102,R,Itawamba,
Larry Byrd,State House,104,R,Itawamba,
Roun McNeal,State House,105,R,Itawamba,
Herb Frierson,State House,106,R,Itawamba,
Doug McLeod,State House,107,R,Itawamba,
Mark S. Formby,State House,108,R,Itawamba,
Manly Barton,State House,109,R,Itawamba,
Charles Busby,State House,111,R,Itawamba,
Amanda Magee,State House,112,R,Itawamba,
John O. Read,State House,112,R,Itawamba,
Hank Zuber,State House,113,R,Itawamba,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Itawamba,
Dr. Barney W. O'Neal,State House,114,R,Itawamba,
Randall H. Patterson,State House,115,R,Itawamba,
Casey Eure,State House,116,R,Itawamba,
Scott Delano,State House,117,R,Itawamba,
Greg Haney,State House,118,R,Itawamba,
"John McCay, III",State House,118,R,Itawamba,
Richard Bennett,State House,120,R,Itawamba,
Carolyn Crawford,State House,121,R,Itawamba,
Jeff Wallace,State House,121,R,Itawamba,
Mickey Lagasse,State House,122,R,Itawamba,
Phil Bryant,Governor,,R,Jackson,15683
Mitch Young,Governor,,R,Jackson,2003
Alisha Nelson McElhenney,Lieutenant Governor,,R,Jackson,4808
Tate Reeves,Lieutenant Governor,,R,Jackson,12640
Delbert Hoseman,Secretary of State,,R,Jackson,16671
Mike Hurst,Attorney General,,R,Jackson,16418
Lynn Fitch,State Treasurer,,R,Jackson,9193
David McRae,State Treasurer,,R,Jackson,8014
Mary Hawkins_Butler,State Auditor,,R,Jackson,7027
Stacey Pickering,State Auditor,,R,Jackson,10200
Mike Chaney,Commissioner of Insurance,,R,Jackson,11150
John Mosley,Commissioner of Insurance,,R,Jackson,6074
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Jackson,16377
James David Eubanks,State Senate,01,R,Jackson,
Chris Massey,State Senate,01,R,Jackson,
David Parker,State Senate,02,R,Jackson,
Nickey Browning,State Senate,03,R,Jackson,
Rita Potts Parks,State Senate,04,R,Jackson,
Nancy Collins,State Senate,06,R,Jackson,
Chad McMahan,State Senate,06,R,Jackson,
Barry Strevel,State Senate,07,R,Jackson,
Gray Tollison,State Senate,09,R,Jackson,
Lydia Graves Chassaniol,State Senate,14,R,Jackson,
Gary Jackson,State Senate,15,R,Jackson,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Jackson,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Jackson,
Jennifer B. Branning,State Senate,18,R,Jackson,
Speedy Calvert,State Senate,18,R,Jackson,
Mark Forsman,State Senate,18,R,Jackson,
Curt Pace,State Senate,18,R,Jackson,
Kevin Blackwell,State Senate,19,R,Jackson,
Josh Harkins,State Senate,20,R,Jackson,
Eugene S. Buck Clarke,State Senate,22,R,Jackson,
Briggs Hopson,State Senate,23,R,Jackson,
Bill Marcy,State Senate,23,R,Jackson,
Bill Billingsley,State Senate,25,R,Jackson,
William Longwitz,State Senate,25,R,Jackson,
Ponto Downing,State Senate,27,R,Jackson,
James Broadwater,State Senate,29,R,Jackson,
Dean Kirby,State Senate,30,R,Jackson,
Terry C. Burton,State Senate,31,R,Jackson,
Gilman DeWayne Warren,State Senate,32,R,Jackson,
Don Wiggins,State Senate,32,R,Jackson,
Videt Carmichael,State Senate,33,R,Jackson,
Cliff Brown,State Senate,35,R,Jackson,
Chris Caughman,State Senate,35,R,Jackson,
Lisa Stanley,State Senate,35,R,Jackson,
Curtis Moroney,State Senate,37,R,Jackson,
Lane B. Reed,State Senate,37,R,Jackson,
Melanie Sojourner,State Senate,37,R,Jackson,
Dennis C. Quinn,State Senate,38,R,Jackson,
Mike Campbell,State Senate,39,R,Jackson,
Sally Doty,State Senate,39,R,Jackson,
Angela Burks Hill,State Senate,40,R,Jackson,
Joey Fillingane,State Senate,41,R,Jackson,
Chris McDaniel,State Senate,42,R,Jackson,
Dennis DeBar,State Senate,43,R,Jackson,
Phillip Gandy,State Senate,43,R,Jackson,
John Polk,State Senate,44,R,Jackson,
Billy Hudson,State Senate,45,R,Jackson,
Philip Moran,State Senate,46,R,Jackson,
Rogena Mitchell,State Senate,47,R,Jackson,326
"J.M. ""Mike"" Seymour",State Senate,47,R,Jackson,1281
Anne G. Smith,State Senate,47,R,Jackson,184
Mike Tyson,State Senate,47,R,Jackson,186
Walter Crapps,State Senate,48,R,Jackson,
Katherine DeCoito,State Senate,49,R,Jackson,
Sean Tindell,State Senate,49,R,Jackson,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Jackson,
Butch Loper,State Senate,51,R,Jackson,2743
"Michael D. Watson, Jr.",State Senate,51,R,Jackson,5148
Brice Wiggins,State Senate,52,R,Jackson,7015
"Lester E. ""Bubba"" Carpenter",State House,01,R,Jackson,
Billy Miller,State House,02,R,Jackson,
William Tracy Arnold,State House,03,R,Jackson,
Dana Criswell,State House,06,R,Jackson,
Eugene F. Hamilton,State House,06,R,Jackson,
Steve Hopkins,State House,07,R,Jackson,
Wanda Jennings,State House,07,R,Jackson,
"John T. ""Trey"" Lamar, III",State House,08,R,Jackson,
"Christopher Thomas, Sr.",State House,09,R,Jackson,
Nolan Mettetal,State House,10,R,Jackson,
Brad Mayo,State House,12,R,Jackson,
Steve E. Massingill,State House,13,R,Jackson,
Margaret Ellis Rogers,State House,14,R,Jackson,
E. Mac Huddleston,State House,15,R,Jackson,
Shane Aguirre,State House,17,R,Jackson,
Mark Prince,State House,17,R,Jackson,
Jerry R. Turner,State House,18,R,Jackson,
Randy P. Boyd,State House,19,R,Jackson,
Peggy Schumpert Hussey,State House,19,R,Jackson,
Chris Brown,State House,20,R,Jackson,
Donnie Bell,State House,21,R,Jackson,
Charles Jim Beckett,State House,23,R,Jackson,
Rick Clifton,State House,24,R,Jackson,
Rob Goudy,State House,24,R,Jackson,
Jeff Hale,State House,24,R,Jackson,
Les Hooper,State House,24,R,Jackson,
Gene Alday,State House,25,R,Jackson,
Julian Chandler Bramlett,State House,25,R,Jackson,
Dan Eubanks,State House,25,R,Jackson,
Dewayne Gill,State House,27,R,Jackson,
Robert Foster,State House,28,R,Jackson,
Les Green,State House,28,R,Jackson,
Jerricho Chambers,State House,33,R,Jackson,
Joey Hood,State House,35,R,Jackson,
Brian Sims,State House,35,R,Jackson,
Gary A. Chism,State House,37,R,Jackson,
Jeffrey C. Smith,State House,39,R,Jackson,
Ashley Henley,State House,40,R,Jackson,
Pat Nelson,State House,40,R,Jackson,
"Loyd B. ""Rob"" Roberson",State House,43,R,Jackson,
Mac Smith,State House,43,R,Jackson,
C. Scott Bounds,State House,44,R,Jackson,
James Matthew Bennett,State House,46,R,Jackson,
"Shed Hill Hunger, IV",State House,46,R,Jackson,
Karl Oliver,State House,46,R,Jackson,
Jason White,State House,48,R,Jackson,
William Kinkade,State House,52,R,Jackson,
Vince Mangold,State House,53,R,Jackson,
Alex Monsour,State House,54,R,Jackson,
Philip Gunn,State House,56,R,Jackson,
Bruce Bartley,State House,58,R,Jackson,
Joel Bomgar,State House,58,R,Jackson,
Brent Powell,State House,59,R,Jackson,
Paul J. Buisson,State House,60,R,Jackson,
John L. Moore,State House,60,R,Jackson,
Ray Rogers,State House,61,R,Jackson,
Randall Stephens,State House,61,R,Jackson,
Tom Weathersby,State House,62,R,Jackson,
Wesley Wilson,State House,62,R,Jackson,
Bill Denny,State House,64,R,Jackson,
"James ""Pete"" Perry",State House,70,R,Jackson,
Cory Wilson,State House,73,R,Jackson,
Mark Baker,State House,74,R,Jackson,
Vance Cox,State House,75,R,Jackson,
Andy Gipson,State House,77,R,Jackson,
"Randal ""Randy"" Rushing",State House,78,R,Jackson,
Gary Blakeney,State House,79,R,Jackson,
Mark K. Tullos,State House,79,R,Jackson,
Stephen Horne,State House,81,R,Jackson,
Greg Snowden,State House,83,R,Jackson,
"William E. Shirley, Jr.",State House,84,R,Jackson,
Shane Barnett,State House,86,R,Jackson,
"Michael ""Mike"" D. Davis",State House,87,R,Jackson,
Chris Johnson,State House,87,R,Jackson,
Andy Mozingo,State House,87,R,Jackson,
Christopher S. Hodge,State House,88,R,Jackson,
Mitchell Pitts,State House,88,R,Jackson,
Gary Staples,State House,88,R,Jackson,
Bobby Shows,State House,89,R,Jackson,
Noah L. Sanford,State House,90,R,Jackson,
"Ricky ""Rick"" Ward",State House,90,R,Jackson,
Charles E. Bufkin,State House,91,R,Jackson,
Becky Currie,State House,92,R,Jackson,
Timmy Ladner,State House,93,R,Jackson,
Patricia H. Willis,State House,95,R,Jackson,
Sam Mims,State House,97,R,Jackson,
Bill Pigott,State House,99,R,Jackson,
Harry Griffith,State House,100,R,Jackson,
Ken Morgan,State House,100,R,Jackson,
Brad Touchstone,State House,101,R,Jackson,
