candidate,office,district,party,county,votes
Robert Allen,US House,3,R,Montgomery,
Gregg Harper,US House,3,R,Montgomery,
Cindy Burleson,US House,4,R,Montgomery,
Steven Palazzo,US House,4,R,Montgomery,
Ron Vincent,US House,4,R,Montgomery,
Michelle Bachmann,President,,R,Neshoba,15
Newt Gingrich,President,,R,Neshoba,1010
Jon Huntsman,President,,R,Neshoba,4
Gary Johnson,President,,R,Neshoba,6
Ron Paul,President,,R,Neshoba,100
Rick Perry,President,,R,Neshoba,21
Mitt Romney,President,,R,Neshoba,747
Rick Santorum,President,,R,Neshoba,1302
E. Allen Hathcock,U.S. Senate,,R,Neshoba,115
Robert Maloney,U.S. Senate,,R,Neshoba,157
Roger F. Wicker,U.S. Senate,,R,Neshoba,2907
Robert Estes,US House,1,R,Neshoba,
Allen Nunnelee,US House,1,R,Neshoba,
Henry Ross,US House,1,R,Neshoba,
Bill Marcy,US House,2,R,Neshoba,
Robert Allen,US House,3,R,Neshoba,202
Gregg Harper,US House,3,R,Neshoba,2920
Cindy Burleson,US House,4,R,Neshoba,
Steven Palazzo,US House,4,R,Neshoba,
Ron Vincent,US House,4,R,Neshoba,
Michelle Bachmann,President,,R,Newton,11
Newt Gingrich,President,,R,Newton,960
Jon Huntsman,President,,R,Newton,5
Gary Johnson,President,,R,Newton,6
Ron Paul,President,,R,Newton,69
Rick Perry,President,,R,Newton,12
Mitt Romney,President,,R,Newton,651
Rick Santorum,President,,R,Newton,1109
E. Allen Hathcock,U.S. Senate,,R,Newton,99
Robert Maloney,U.S. Senate,,R,Newton,161
Roger F. Wicker,U.S. Senate,,R,Newton,2526
Robert Estes,US House,1,R,Newton,
Allen Nunnelee,US House,1,R,Newton,
Henry Ross,US House,1,R,Newton,
Bill Marcy,US House,2,R,Newton,
Robert Allen,US House,3,R,Newton,160
Gregg Harper,US House,3,R,Newton,2608
Cindy Burleson,US House,4,R,Newton,
Steven Palazzo,US House,4,R,Newton,
Ron Vincent,US House,4,R,Newton,
Michelle Bachmann,President,,R,Noxubee,2
Newt Gingrich,President,,R,Noxubee,177
Jon Huntsman,President,,R,Noxubee,0
Gary Johnson,President,,R,Noxubee,0
Ron Paul,President,,R,Noxubee,10
Rick Perry,President,,R,Noxubee,2
Mitt Romney,President,,R,Noxubee,138
Rick Santorum,President,,R,Noxubee,167
E. Allen Hathcock,U.S. Senate,,R,Noxubee,11
Robert Maloney,U.S. Senate,,R,Noxubee,14
Roger F. Wicker,U.S. Senate,,R,Noxubee,459
Robert Estes,US House,1,R,Noxubee,
Allen Nunnelee,US House,1,R,Noxubee,
Henry Ross,US House,1,R,Noxubee,
Bill Marcy,US House,2,R,Noxubee,
Robert Allen,US House,3,R,Noxubee,32
Gregg Harper,US House,3,R,Noxubee,444
Cindy Burleson,US House,4,R,Noxubee,
Steven Palazzo,US House,4,R,Noxubee,
Ron Vincent,US House,4,R,Noxubee,
Michelle Bachmann,President,,R,Oktibbeha,13
Newt Gingrich,President,,R,Oktibbeha,1011
Jon Huntsman,President,,R,Oktibbeha,2
Gary Johnson,President,,R,Oktibbeha,6
Ron Paul,President,,R,Oktibbeha,215
Rick Perry,President,,R,Oktibbeha,6
Mitt Romney,President,,R,Oktibbeha,1317
Rick Santorum,President,,R,Oktibbeha,1123
E. Allen Hathcock,U.S. Senate,,R,Oktibbeha,175
Robert Maloney,U.S. Senate,,R,Oktibbeha,170
Roger F. Wicker,U.S. Senate,,R,Oktibbeha,3234
Robert Estes,US House,1,R,Oktibbeha,33
Allen Nunnelee,US House,1,R,Oktibbeha,225
Henry Ross,US House,1,R,Oktibbeha,134
Bill Marcy,US House,2,R,Oktibbeha,
Robert Allen,US House,3,R,Oktibbeha,549
Gregg Harper,US House,3,R,Oktibbeha,2608
Cindy Burleson,US House,4,R,Oktibbeha,
Steven Palazzo,US House,4,R,Oktibbeha,
Ron Vincent,US House,4,R,Oktibbeha,
Michelle Bachmann,President,,R,Panola,9
Newt Gingrich,President,,R,Panola,908
Jon Huntsman,President,,R,Panola,7
Gary Johnson,President,,R,Panola,2
Ron Paul,President,,R,Panola,86
Rick Perry,President,,R,Panola,11
Mitt Romney,President,,R,Panola,839
Rick Santorum,President,,R,Panola,790
E. Allen Hathcock,U.S. Senate,,R,Panola,137
Robert Maloney,U.S. Senate,,R,Panola,136
Roger F. Wicker,U.S. Senate,,R,Panola,2302
Robert Estes,US House,1,R,Panola,
Allen Nunnelee,US House,1,R,Panola,
Henry Ross,US House,1,R,Panola,
Bill Marcy,US House,2,R,Panola,2028
Robert Allen,US House,3,R,Panola,
Gregg Harper,US House,3,R,Panola,
Cindy Burleson,US House,4,R,Panola,
Steven Palazzo,US House,4,R,Panola,
Ron Vincent,US House,4,R,Panola,
Michelle Bachmann,President,,R,Pearl River,32
Newt Gingrich,President,,R,Pearl River,2234
Jon Huntsman,President,,R,Pearl River,9
Gary Johnson,President,,R,Pearl River,8
Ron Paul,President,,R,Pearl River,613
Rick Perry,President,,R,Pearl River,38
Mitt Romney,President,,R,Pearl River,1879
Rick Santorum,President,,R,Pearl River,2502
E. Allen Hathcock,U.S. Senate,,R,Pearl River,546
Robert Maloney,U.S. Senate,,R,Pearl River,1078
Roger F. Wicker,U.S. Senate,,R,Pearl River,5238
Robert Estes,US House,1,R,Pearl River,
Allen Nunnelee,US House,1,R,Pearl River,
Henry Ross,US House,1,R,Pearl River,
Bill Marcy,US House,2,R,Pearl River,
Robert Allen,US House,3,R,Pearl River,
Gregg Harper,US House,3,R,Pearl River,
Cindy Burleson,US House,4,R,Pearl River,679
Steven Palazzo,US House,4,R,Pearl River,5344
Ron Vincent,US House,4,R,Pearl River,963
Michelle Bachmann,President,,R,Perry,5
Newt Gingrich,President,,R,Perry,576
Jon Huntsman,President,,R,Perry,1
Gary Johnson,President,,R,Perry,4
Ron Paul,President,,R,Perry,71
Rick Perry,President,,R,Perry,18
Mitt Romney,President,,R,Perry,320
Rick Santorum,President,,R,Perry,496
E. Allen Hathcock,U.S. Senate,,R,Perry,50
Robert Maloney,U.S. Senate,,R,Perry,102
Roger F. Wicker,U.S. Senate,,R,Perry,1301
Robert Estes,US House,1,R,Perry,
Allen Nunnelee,US House,1,R,Perry,
Henry Ross,US House,1,R,Perry,
Bill Marcy,US House,2,R,Perry,
Robert Allen,US House,3,R,Perry,
Gregg Harper,US House,3,R,Perry,
Cindy Burleson,US House,4,R,Perry,78
Steven Palazzo,US House,4,R,Perry,1101
Ron Vincent,US House,4,R,Perry,278
Michelle Bachmann,President,,R,Pike,15
Newt Gingrich,President,,R,Pike,1011
Jon Huntsman,President,,R,Pike,8
Gary Johnson,President,,R,Pike,6
Ron Paul,President,,R,Pike,142
Rick Perry,President,,R,Pike,30
Mitt Romney,President,,R,Pike,1102
Rick Santorum,President,,R,Pike,953
E. Allen Hathcock,U.S. Senate,,R,Pike,92
Robert Maloney,U.S. Senate,,R,Pike,169
Roger F. Wicker,U.S. Senate,,R,Pike,2928
Robert Estes,US House,1,R,Pike,
Allen Nunnelee,US House,1,R,Pike,
Henry Ross,US House,1,R,Pike,
Bill Marcy,US House,2,R,Pike,
Robert Allen,US House,3,R,Pike,264
Gregg Harper,US House,3,R,Pike,2881
Cindy Burleson,US House,4,R,Pike,
Steven Palazzo,US House,4,R,Pike,
Ron Vincent,US House,4,R,Pike,
Michelle Bachmann,President,,R,Pontotoc,20
Newt Gingrich,President,,R,Pontotoc,1230
Jon Huntsman,President,,R,Pontotoc,3
Gary Johnson,President,,R,Pontotoc,8
Ron Paul,President,,R,Pontotoc,146
Rick Perry,President,,R,Pontotoc,23
Mitt Romney,President,,R,Pontotoc,670
Rick Santorum,President,,R,Pontotoc,1562
E. Allen Hathcock,U.S. Senate,,R,Pontotoc,160
Robert Maloney,U.S. Senate,,R,Pontotoc,199
Roger F. Wicker,U.S. Senate,,R,Pontotoc,3248
Robert Estes,US House,1,R,Pontotoc,396
Allen Nunnelee,US House,1,R,Pontotoc,2173
Henry Ross,US House,1,R,Pontotoc,1029
Bill Marcy,US House,2,R,Pontotoc,
Robert Allen,US House,3,R,Pontotoc,
Gregg Harper,US House,3,R,Pontotoc,
Cindy Burleson,US House,4,R,Pontotoc,
Steven Palazzo,US House,4,R,Pontotoc,
Ron Vincent,US House,4,R,Pontotoc,
Michelle Bachmann,President,,R,Prentiss,5
Newt Gingrich,President,,R,Prentiss,634
Jon Huntsman,President,,R,Prentiss,6
Gary Johnson,President,,R,Prentiss,4
Ron Paul,President,,R,Prentiss,56
Rick Perry,President,,R,Prentiss,8
Mitt Romney,President,,R,Prentiss,516
Rick Santorum,President,,R,Prentiss,834
E. Allen Hathcock,U.S. Senate,,R,Prentiss,81
Robert Maloney,U.S. Senate,,R,Prentiss,81
Roger F. Wicker,U.S. Senate,,R,Prentiss,1848
Robert Estes,US House,1,R,Prentiss,190
Allen Nunnelee,US House,1,R,Prentiss,1299
Henry Ross,US House,1,R,Prentiss,546
Bill Marcy,US House,2,R,Prentiss,
Robert Allen,US House,3,R,Prentiss,
Gregg Harper,US House,3,R,Prentiss,
Cindy Burleson,US House,4,R,Prentiss,
Steven Palazzo,US House,4,R,Prentiss,
Ron Vincent,US House,4,R,Prentiss,
Michelle Bachmann,President,,R,Quitman,0
Newt Gingrich,President,,R,Quitman,86
Jon Huntsman,President,,R,Quitman,1
Gary Johnson,President,,R,Quitman,0
Ron Paul,President,,R,Quitman,15
Rick Perry,President,,R,Quitman,1
Mitt Romney,President,,R,Quitman,112
Rick Santorum,President,,R,Quitman,110
E. Allen Hathcock,U.S. Senate,,R,Quitman,15
Robert Maloney,U.S. Senate,,R,Quitman,25
Roger F. Wicker,U.S. Senate,,R,Quitman,270
Robert Estes,US House,1,R,Quitman,
Allen Nunnelee,US House,1,R,Quitman,
Henry Ross,US House,1,R,Quitman,
Bill Marcy,US House,2,R,Quitman,254
Robert Allen,US House,3,R,Quitman,
Gregg Harper,US House,3,R,Quitman,
Cindy Burleson,US House,4,R,Quitman,
Steven Palazzo,US House,4,R,Quitman,
Ron Vincent,US House,4,R,Quitman,
Michelle Bachmann,President,,R,Rankin,55
Newt Gingrich,President,,R,Rankin,7336
Jon Huntsman,President,,R,Rankin,24
Gary Johnson,President,,R,Rankin,18
Ron Paul,President,,R,Rankin,936
Rick Perry,President,,R,Rankin,71
Mitt Romney,President,,R,Rankin,7750
Rick Santorum,President,,R,Rankin,6704
E. Allen Hathcock,U.S. Senate,,R,Rankin,838
Robert Maloney,U.S. Senate,,R,Rankin,1338
Roger F. Wicker,U.S. Senate,,R,Rankin,20222
Robert Estes,US House,1,R,Rankin,
Allen Nunnelee,US House,1,R,Rankin,
Henry Ross,US House,1,R,Rankin,
Bill Marcy,US House,2,R,Rankin,
Robert Allen,US House,3,R,Rankin,1967
Gregg Harper,US House,3,R,Rankin,20624
Cindy Burleson,US House,4,R,Rankin,
Steven Palazzo,US House,4,R,Rankin,
Ron Vincent,US House,4,R,Rankin,
Michelle Bachmann,President,,R,Scott,9
Newt Gingrich,President,,R,Scott,764
Jon Huntsman,President,,R,Scott,5
Gary Johnson,President,,R,Scott,10
Ron Paul,President,,R,Scott,68
Rick Perry,President,,R,Scott,23
Mitt Romney,President,,R,Scott,704
Rick Santorum,President,,R,Scott,908
E. Allen Hathcock,U.S. Senate,,R,Scott,60
Robert Maloney,U.S. Senate,,R,Scott,109
Roger F. Wicker,U.S. Senate,,R,Scott,2252
Robert Estes,US House,1,R,Scott,
Allen Nunnelee,US House,1,R,Scott,
Henry Ross,US House,1,R,Scott,
Bill Marcy,US House,2,R,Scott,
Robert Allen,US House,3,R,Scott,149
Gregg Harper,US House,3,R,Scott,2260
Cindy Burleson,US House,4,R,Scott,
Steven Palazzo,US House,4,R,Scott,
Ron Vincent,US House,4,R,Scott,
Michelle Bachmann,President,,R,Sharkey,1
Newt Gingrich,President,,R,Sharkey,76
Jon Huntsman,President,,R,Sharkey,2
Gary Johnson,President,,R,Sharkey,1
Ron Paul,President,,R,Sharkey,4
Rick Perry,President,,R,Sharkey,0
Mitt Romney,President,,R,Sharkey,81
Rick Santorum,President,,R,Sharkey,96
E. Allen Hathcock,U.S. Senate,,R,Sharkey,7
Robert Maloney,U.S. Senate,,R,Sharkey,9
Roger F. Wicker,U.S. Senate,,R,Sharkey,231
Robert Estes,US House,1,R,Sharkey,
Allen Nunnelee,US House,1,R,Sharkey,
Henry Ross,US House,1,R,Sharkey,
Bill Marcy,US House,2,R,Sharkey,193
Robert Allen,US House,3,R,Sharkey,
Gregg Harper,US House,3,R,Sharkey,
Cindy Burleson,US House,4,R,Sharkey,
Steven Palazzo,US House,4,R,Sharkey,
Ron Vincent,US House,4,R,Sharkey,
Michelle Bachmann,President,,R,Simpson,10
Newt Gingrich,President,,R,Simpson,1015
Jon Huntsman,President,,R,Simpson,8
Gary Johnson,President,,R,Simpson,11
Ron Paul,President,,R,Simpson,145
Rick Perry,President,,R,Simpson,27
Mitt Romney,President,,R,Simpson,973
Rick Santorum,President,,R,Simpson,1102
E. Allen Hathcock,U.S. Senate,,R,Simpson,99
Robert Maloney,U.S. Senate,,R,Simpson,168
Roger F. Wicker,U.S. Senate,,R,Simpson,2894
Robert Estes,US House,1,R,Simpson,
Allen Nunnelee,US House,1,R,Simpson,
Henry Ross,US House,1,R,Simpson,
Bill Marcy,US House,2,R,Simpson,
Robert Allen,US House,3,R,Simpson,234
Gregg Harper,US House,3,R,Simpson,2917
Cindy Burleson,US House,4,R,Simpson,
Steven Palazzo,US House,4,R,Simpson,
Ron Vincent,US House,4,R,Simpson,
Michelle Bachmann,President,,R,Smith,9
Newt Gingrich,President,,R,Smith,834
Jon Huntsman,President,,R,Smith,2
Gary Johnson,President,,R,Smith,3
Ron Paul,President,,R,Smith,72
Rick Perry,President,,R,Smith,16
Mitt Romney,President,,R,Smith,476
Rick Santorum,President,,R,Smith,806
E. Allen Hathcock,U.S. Senate,,R,Smith,92
Robert Maloney,U.S. Senate,,R,Smith,119
Roger F. Wicker,U.S. Senate,,R,Smith,1970
Robert Estes,US House,1,R,Smith,
Allen Nunnelee,US House,1,R,Smith,
Henry Ross,US House,1,R,Smith,
Bill Marcy,US House,2,R,Smith,
Robert Allen,US House,3,R,Smith,213
Gregg Harper,US House,3,R,Smith,1941
Cindy Burleson,US House,4,R,Smith,
Steven Palazzo,US House,4,R,Smith,
Ron Vincent,US House,4,R,Smith,
Michelle Bachmann,President,,R,Stone,4
Newt Gingrich,President,,R,Stone,651
Jon Huntsman,President,,R,Stone,1
Gary Johnson,President,,R,Stone,3
Ron Paul,President,,R,Stone,112
Rick Perry,President,,R,Stone,14
Mitt Romney,President,,R,Stone,492
Rick Santorum,President,,R,Stone,956
E. Allen Hathcock,U.S. Senate,,R,Stone,107
Robert Maloney,U.S. Senate,,R,Stone,148
Roger F. Wicker,U.S. Senate,,R,Stone,1912
Robert Estes,US House,1,R,Stone,
Allen Nunnelee,US House,1,R,Stone,
Henry Ross,US House,1,R,Stone,
Bill Marcy,US House,2,R,Stone,
Robert Allen,US House,3,R,Stone,
Gregg Harper,US House,3,R,Stone,
Cindy Burleson,US House,4,R,Stone,140
Steven Palazzo,US House,4,R,Stone,1636
Ron Vincent,US House,4,R,Stone,388
Michelle Bachmann,President,,R,Sunflower,5
Newt Gingrich,President,,R,Sunflower,374
Jon Huntsman,President,,R,Sunflower,2
Gary Johnson,President,,R,Sunflower,0
Ron Paul,President,,R,Sunflower,14
Rick Perry,President,,R,Sunflower,4
Mitt Romney,President,,R,Sunflower,419
Rick Santorum,President,,R,Sunflower,251
E. Allen Hathcock,U.S. Senate,,R,Sunflower,45
Robert Maloney,U.S. Senate,,R,Sunflower,55
Roger F. Wicker,U.S. Senate,,R,Sunflower,943
Robert Estes,US House,1,R,Sunflower,
Allen Nunnelee,US House,1,R,Sunflower,
Henry Ross,US House,1,R,Sunflower,
Bill Marcy,US House,2,R,Sunflower,886
Robert Allen,US House,3,R,Sunflower,
Gregg Harper,US House,3,R,Sunflower,
Cindy Burleson,US House,4,R,Sunflower,
Steven Palazzo,US House,4,R,Sunflower,
Ron Vincent,US House,4,R,Sunflower,
Michelle Bachmann,President,,R,Tallahatchie,4
Newt Gingrich,President,,R,Tallahatchie,234
Jon Huntsman,President,,R,Tallahatchie,1
Gary Johnson,President,,R,Tallahatchie,2
Ron Paul,President,,R,Tallahatchie,37
Rick Perry,President,,R,Tallahatchie,6
Mitt Romney,President,,R,Tallahatchie,243
Rick Santorum,President,,R,Tallahatchie,257
E. Allen Hathcock,U.S. Senate,,R,Tallahatchie,21
Robert Maloney,U.S. Senate,,R,Tallahatchie,30
Roger F. Wicker,U.S. Senate,,R,Tallahatchie,709
Robert Estes,US House,1,R,Tallahatchie,
Allen Nunnelee,US House,1,R,Tallahatchie,
Henry Ross,US House,1,R,Tallahatchie,
Bill Marcy,US House,2,R,Tallahatchie,602
Robert Allen,US House,3,R,Tallahatchie,
Gregg Harper,US House,3,R,Tallahatchie,
Cindy Burleson,US House,4,R,Tallahatchie,
Steven Palazzo,US House,4,R,Tallahatchie,
Ron Vincent,US House,4,R,Tallahatchie,
Michelle Bachmann,President,,R,Tate,12
Newt Gingrich,President,,R,Tate,793
Jon Huntsman,President,,R,Tate,4
Gary Johnson,President,,R,Tate,1
Ron Paul,President,,R,Tate,146
Rick Perry,President,,R,Tate,21
Mitt Romney,President,,R,Tate,788
Rick Santorum,President,,R,Tate,1138
E. Allen Hathcock,U.S. Senate,,R,Tate,153
Robert Maloney,U.S. Senate,,R,Tate,188
Roger F. Wicker,U.S. Senate,,R,Tate,2438
Robert Estes,US House,1,R,Tate,689
Allen Nunnelee,US House,1,R,Tate,1502
Henry Ross,US House,1,R,Tate,648
Bill Marcy,US House,2,R,Tate,
Robert Allen,US House,3,R,Tate,
Gregg Harper,US House,3,R,Tate,
Cindy Burleson,US House,4,R,Tate,
Steven Palazzo,US House,4,R,Tate,
Ron Vincent,US House,4,R,Tate,
Michelle Bachmann,President,,R,Tippah,13
Newt Gingrich,President,,R,Tippah,876
Jon Huntsman,President,,R,Tippah,1
Gary Johnson,President,,R,Tippah,2
Ron Paul,President,,R,Tippah,109
Rick Perry,President,,R,Tippah,19
Mitt Romney,President,,R,Tippah,648
Rick Santorum,President,,R,Tippah,888
E. Allen Hathcock,U.S. Senate,,R,Tippah,111
Robert Maloney,U.S. Senate,,R,Tippah,140
Roger F. Wicker,U.S. Senate,,R,Tippah,2204
Robert Estes,US House,1,R,Tippah,827
Allen Nunnelee,US House,1,R,Tippah,1087
Henry Ross,US House,1,R,Tippah,597
Bill Marcy,US House,2,R,Tippah,
Robert Allen,US House,3,R,Tippah,
Gregg Harper,US House,3,R,Tippah,
Cindy Burleson,US House,4,R,Tippah,
Steven Palazzo,US House,4,R,Tippah,
Ron Vincent,US House,4,R,Tippah,
Michelle Bachmann,President,,R,Tishomingo,15
Newt Gingrich,President,,R,Tishomingo,610
Jon Huntsman,President,,R,Tishomingo,5
Gary Johnson,President,,R,Tishomingo,7
Ron Paul,President,,R,Tishomingo,100
Rick Perry,President,,R,Tishomingo,19
Mitt Romney,President,,R,Tishomingo,573
Rick Santorum,President,,R,Tishomingo,849
E. Allen Hathcock,U.S. Senate,,R,Tishomingo,116
Robert Maloney,U.S. Senate,,R,Tishomingo,151
Roger F. Wicker,U.S. Senate,,R,Tishomingo,1834
Robert Estes,US House,1,R,Tishomingo,183
Allen Nunnelee,US House,1,R,Tishomingo,1207
Henry Ross,US House,1,R,Tishomingo,726
Bill Marcy,US House,2,R,Tishomingo,
Robert Allen,US House,3,R,Tishomingo,
Gregg Harper,US House,3,R,Tishomingo,
Cindy Burleson,US House,4,R,Tishomingo,
Steven Palazzo,US House,4,R,Tishomingo,
Ron Vincent,US House,4,R,Tishomingo,
Michelle Bachmann,President,,R,Tunica,1
Newt Gingrich,President,,R,Tunica,96
Jon Huntsman,President,,R,Tunica,1
Gary Johnson,President,,R,Tunica,1
Ron Paul,President,,R,Tunica,17
Rick Perry,President,,R,Tunica,0
Mitt Romney,President,,R,Tunica,96
Rick Santorum,President,,R,Tunica,72
E. Allen Hathcock,U.S. Senate,,R,Tunica,10
Robert Maloney,U.S. Senate,,R,Tunica,16
Roger F. Wicker,U.S. Senate,,R,Tunica,244
Robert Estes,US House,1,R,Tunica,
Allen Nunnelee,US House,1,R,Tunica,
Henry Ross,US House,1,R,Tunica,
Bill Marcy,US House,2,R,Tunica,215
Robert Allen,US House,3,R,Tunica,
Gregg Harper,US House,3,R,Tunica,
Cindy Burleson,US House,4,R,Tunica,
Steven Palazzo,US House,4,R,Tunica,
Ron Vincent,US House,4,R,Tunica,
Michelle Bachmann,President,,R,Union,13
Newt Gingrich,President,,R,Union,1037
Jon Huntsman,President,,R,Union,8
Gary Johnson,President,,R,Union,10
Ron Paul,President,,R,Union,120
Rick Perry,President,,R,Union,21
Mitt Romney,President,,R,Union,654
Rick Santorum,President,,R,Union,1380
E. Allen Hathcock,U.S. Senate,,R,Union,164
Robert Maloney,U.S. Senate,,R,Union,142
Roger F. Wicker,U.S. Senate,,R,Union,2856
Robert Estes,US House,1,R,Union,303
Allen Nunnelee,US House,1,R,Union,1845
Henry Ross,US House,1,R,Union,1033
Bill Marcy,US House,2,R,Union,
Robert Allen,US House,3,R,Union,
Gregg Harper,US House,3,R,Union,
Cindy Burleson,US House,4,R,Union,
Steven Palazzo,US House,4,R,Union,
Ron Vincent,US House,4,R,Union,
Michelle Bachmann,President,,R,Walthall,3
Newt Gingrich,President,,R,Walthall,496
Jon Huntsman,President,,R,Walthall,3
Gary Johnson,President,,R,Walthall,5
Ron Paul,President,,R,Walthall,41
Rick Perry,President,,R,Walthall,7
Mitt Romney,President,,R,Walthall,403
Rick Santorum,President,,R,Walthall,410
E. Allen Hathcock,U.S. Senate,,R,Walthall,52
Robert Maloney,U.S. Senate,,R,Walthall,76
Roger F. Wicker,U.S. Senate,,R,Walthall,1213
Robert Estes,US House,1,R,Walthall,
Allen Nunnelee,US House,1,R,Walthall,
Henry Ross,US House,1,R,Walthall,
Bill Marcy,US House,2,R,Walthall,
Robert Allen,US House,3,R,Walthall,114
Gregg Harper,US House,3,R,Walthall,1205
Cindy Burleson,US House,4,R,Walthall,
Steven Palazzo,US House,4,R,Walthall,
Ron Vincent,US House,4,R,Walthall,
Michelle Bachmann,President,,R,Warren,9
Newt Gingrich,President,,R,Warren,1203
Jon Huntsman,President,,R,Warren,7
Gary Johnson,President,,R,Warren,4
Ron Paul,President,,R,Warren,195
Rick Perry,President,,R,Warren,20
Mitt Romney,President,,R,Warren,1644
Rick Santorum,President,,R,Warren,1201
E. Allen Hathcock,U.S. Senate,,R,Warren,119
Robert Maloney,U.S. Senate,,R,Warren,235
Roger F. Wicker,U.S. Senate,,R,Warren,3798
Robert Estes,US House,1,R,Warren,
Allen Nunnelee,US House,1,R,Warren,
Henry Ross,US House,1,R,Warren,
Bill Marcy,US House,2,R,Warren,3715
Robert Allen,US House,3,R,Warren,
Gregg Harper,US House,3,R,Warren,
Cindy Burleson,US House,4,R,Warren,
Steven Palazzo,US House,4,R,Warren,
Ron Vincent,US House,4,R,Warren,
Michelle Bachmann,President,,R,Washington,8
Newt Gingrich,President,,R,Washington,732
Jon Huntsman,President,,R,Washington,0
Gary Johnson,President,,R,Washington,2
Ron Paul,President,,R,Washington,46
Rick Perry,President,,R,Washington,9
Mitt Romney,President,,R,Washington,826
Rick Santorum,President,,R,Washington,445
E. Allen Hathcock,U.S. Senate,,R,Washington,61
Robert Maloney,U.S. Senate,,R,Washington,77
Roger F. Wicker,U.S. Senate,,R,Washington,1830
Robert Estes,US House,1,R,Washington,
Allen Nunnelee,US House,1,R,Washington,
Henry Ross,US House,1,R,Washington,
Bill Marcy,US House,2,R,Washington,1611
Robert Allen,US House,3,R,Washington,
Gregg Harper,US House,3,R,Washington,
Cindy Burleson,US House,4,R,Washington,
Steven Palazzo,US House,4,R,Washington,
Ron Vincent,US House,4,R,Washington,
Michelle Bachmann,President,,R,Wayne,17
Newt Gingrich,President,,R,Wayne,920
Jon Huntsman,President,,R,Wayne,4
Gary Johnson,President,,R,Wayne,3
Ron Paul,President,,R,Wayne,91
Rick Perry,President,,R,Wayne,15
Mitt Romney,President,,R,Wayne,588
Rick Santorum,President,,R,Wayne,830
E. Allen Hathcock,U.S. Senate,,R,Wayne,123
Robert Maloney,U.S. Senate,,R,Wayne,203
Roger F. Wicker,U.S. Senate,,R,Wayne,2063
Robert Estes,US House,1,R,Wayne,
Allen Nunnelee,US House,1,R,Wayne,
Henry Ross,US House,1,R,Wayne,
Bill Marcy,US House,2,R,Wayne,
Robert Allen,US House,3,R,Wayne,
Gregg Harper,US House,3,R,Wayne,
Cindy Burleson,US House,4,R,Wayne,106
Steven Palazzo,US House,4,R,Wayne,1991
Ron Vincent,US House,4,R,Wayne,309
Michelle Bachmann,President,,R,Webster,13
Newt Gingrich,President,,R,Webster,648
Jon Huntsman,President,,R,Webster,3
Gary Johnson,President,,R,Webster,6
Ron Paul,President,,R,Webster,52
Rick Perry,President,,R,Webster,20
Mitt Romney,President,,R,Webster,551
Rick Santorum,President,,R,Webster,743
E. Allen Hathcock,U.S. Senate,,R,Webster,123
Robert Maloney,U.S. Senate,,R,Webster,77
Roger F. Wicker,U.S. Senate,,R,Webster,1803
Robert Estes,US House,1,R,Webster,99
Allen Nunnelee,US House,1,R,Webster,690
Henry Ross,US House,1,R,Webster,1209
Bill Marcy,US House,2,R,Webster,
Robert Allen,US House,3,R,Webster,
Gregg Harper,US House,3,R,Webster,
Cindy Burleson,US House,4,R,Webster,
Steven Palazzo,US House,4,R,Webster,
Ron Vincent,US House,4,R,Webster,
Michelle Bachmann,President,,R,Wilkinson,1
Newt Gingrich,President,,R,Wilkinson,88
Jon Huntsman,President,,R,Wilkinson,1
Gary Johnson,President,,R,Wilkinson,0
Ron Paul,President,,R,Wilkinson,18
Rick Perry,President,,R,Wilkinson,0
Mitt Romney,President,,R,Wilkinson,74
Rick Santorum,President,,R,Wilkinson,104
E. Allen Hathcock,U.S. Senate,,R,Wilkinson,4
Robert Maloney,U.S. Senate,,R,Wilkinson,21
Roger F. Wicker,U.S. Senate,,R,Wilkinson,250
Robert Estes,US House,1,R,Wilkinson,
Allen Nunnelee,US House,1,R,Wilkinson,
Henry Ross,US House,1,R,Wilkinson,
Bill Marcy,US House,2,R,Wilkinson,
Robert Allen,US House,3,R,Wilkinson,13
Gregg Harper,US House,3,R,Wilkinson,263
Cindy Burleson,US House,4,R,Wilkinson,
Steven Palazzo,US House,4,R,Wilkinson,
Ron Vincent,US House,4,R,Wilkinson,
Michelle Bachmann,President,,R,Winston,2
Newt Gingrich,President,,R,Winston,664
Jon Huntsman,President,,R,Winston,0
Gary Johnson,President,,R,Winston,4
Ron Paul,President,,R,Winston,49
Rick Perry,President,,R,Winston,4
Mitt Romney,President,,R,Winston,577
Rick Santorum,President,,R,Winston,676
E. Allen Hathcock,U.S. Senate,,R,Winston,52
Robert Maloney,U.S. Senate,,R,Winston,70
Roger F. Wicker,U.S. Senate,,R,Winston,1825
Robert Estes,US House,1,R,Winston,139
Allen Nunnelee,US House,1,R,Winston,1303
Henry Ross,US House,1,R,Winston,485
Bill Marcy,US House,2,R,Winston,
Robert Allen,US House,3,R,Winston,
Gregg Harper,US House,3,R,Winston,
Cindy Burleson,US House,4,R,Winston,
Steven Palazzo,US House,4,R,Winston,
Ron Vincent,US House,4,R,Winston,
Michelle Bachmann,President,,R,Yalobusha,3
Newt Gingrich,President,,R,Yalobusha,469
Jon Huntsman,President,,R,Yalobusha,3
Gary Johnson,President,,R,Yalobusha,4
Ron Paul,President,,R,Yalobusha,45
Rick Perry,President,,R,Yalobusha,7
Mitt Romney,President,,R,Yalobusha,361
